id,default,idade,sexo,dependentes,escolaridade,estado_civil,salario_anual,tipo_cartao,meses_de_relacionamento,qtd_produtos,iteracoes_12m,meses_inativo_12m,limite_credito,valor_transacoes_12m,qtd_transacoes_12m
780307233,0,44,F,2,doutorado,casado,menos que $40K,blue,30,5,3,2,"1.924,80","3.521,67",58
716434533,1,40,M,3,ensino medio,casado,$80K - $120K,blue,36,2,4,3,"29.149,36","2.106,71",56
716138958,0,50,F,1,sem educacao formal,casado,menos que $40K,blue,33,6,4,4,"3.160,66","3.740,39",68
709276908,0,38,F,2,ensino medio,solteiro,$40K - $60K,blue,25,6,3,2,"1.438,19","3.990,25",75
815767983,0,45,M,0,mestrado,casado,$60K - $80K,blue,40,4,3,3,"1.438,03","4.869,97",66
712403358,0,55,F,2,graduacao,solteiro,$40K - $60K,blue,35,4,4,4,"1.438,94","4.307,49",76
717826308,0,49,F,5,sem educacao formal,casado,menos que $40K,blue,36,6,4,2,"2.331,73","4.062,00",66
753443583,0,43,F,1,ensino medio,solteiro,$40K - $60K,blue,36,5,1,2,"8.156,60","3.992,40",73
713585958,1,48,F,4,graduacao,casado,menos que $40K,blue,36,2,2,3,"5.997,25","1.457,11",42
712866933,0,51,M,2,mestrado,casado,$60K - $80K,blue,32,6,4,3,"10.824,43","3.700,39",73
719219883,0,47,M,2,sem educacao formal,casado,$60K - $80K,blue,36,4,2,1,"9.300,37","3.651,23",67
779170008,0,51,F,2,ensino medio,solteiro,$40K - $60K,blue,32,4,2,1,"5.351,97","4.596,92",78
779727558,0,49,F,4,graduacao,solteiro,menos que $40K,blue,33,4,3,2,"2.097,65","4.148,75",71
714373308,0,53,F,1,mestrado,solteiro,menos que $40K,blue,46,6,4,4,"2.266,37","3.634,31",66
715000383,0,55,M,3,sem educacao formal,solteiro,$80K - $120K,blue,46,4,3,2,"13.598,65","4.047,87",76
710493558,1,46,F,1,doutorado,casado,$40K - $60K,blue,38,3,2,2,"1.803,83","1.979,95",37
778839108,0,50,F,3,ensino medio,casado,menos que $40K,blue,31,3,4,1,"6.292,72","3.687,00",74
712545183,0,51,F,4,sem educacao formal,solteiro,menos que $40K,blue,37,4,2,4,"1.765,57","3.333,73",66
779032308,0,46,M,3,ensino medio,casado,$80K - $120K,blue,27,4,3,2,"4.964,90","3.279,08",66
717084708,0,45,F,4,ensino medio,casado,menos que $40K,blue,34,6,1,4,"2.484,58","3.802,27",68
778247358,0,65,M,1,mestrado,solteiro,menos que $40K,blue,56,5,2,3,"7.636,66","3.880,04",67
710702733,0,46,M,4,mestrado,solteiro,$80K - $120K,blue,35,6,3,3,"11.096,66","3.949,29",69
715165758,0,44,M,3,doutorado,casado,$120K +,blue,35,3,1,4,"27.391,44","2.862,99",56
773667708,1,50,M,1,mestrado,divorciado,$60K - $80K,blue,44,3,3,4,"7.050,22","2.176,91",39
717400533,0,54,F,0,ensino medio,casado,menos que $40K,blue,45,5,2,2,"2.704,63","4.839,37",92
713586858,0,40,M,3,sem educacao formal,divorciado,$80K - $120K,blue,25,4,4,3,"11.721,41","4.187,20",73
711877458,0,51,F,3,graduacao,casado,menos que $40K,blue,36,6,2,2,"1.936,61","4.072,64",72
714351558,0,64,F,0,sem educacao formal,solteiro,menos que $40K,blue,36,3,1,2,"1.829,87","3.950,12",65
718509858,0,46,M,3,mestrado,casado,$80K - $120K,blue,37,3,4,1,"4.786,82","4.347,71",69
718540308,0,44,M,2,ensino medio,solteiro,$80K - $120K,blue,36,5,0,3,"22.143,94","4.263,23",62
778180158,0,44,M,4,doutorado,divorciado,$80K - $120K,blue,34,5,4,1,"7.150,09","3.636,55",69
806947308,1,40,M,4,doutorado,casado,$60K - $80K,blue,35,3,3,4,"20.178,95","1.735,26",44
710986758,0,43,M,3,ensino medio,solteiro,$60K - $80K,blue,30,6,4,2,"11.550,09","3.891,01",76
718220358,1,58,M,1,mestrado,solteiro,$120K +,blue,36,2,4,3,"28.618,22","1.712,21",41
712656783,1,49,M,1,mestrado,solteiro,$120K +,blue,36,3,3,4,"8.136,05","2.179,10",40
717483558,0,42,M,3,ensino medio,casado,$120K +,blue,36,3,2,1,"19.156,78","3.547,38",61
721440633,0,55,F,1,ensino medio,solteiro,menos que $40K,blue,36,5,3,2,"7.982,37","4.387,10",71
711423558,0,60,F,1,doutorado,solteiro,$40K - $60K,blue,50,4,2,1,"4.606,15","4.181,58",63
721522533,0,48,F,4,mestrado,solteiro,menos que $40K,blue,35,6,2,3,"2.005,74","4.311,42",70
708558408,0,50,M,3,ensino medio,solteiro,$40K - $60K,blue,31,5,3,3,"9.949,01","3.776,63",83
714727833,1,41,F,2,sem educacao formal,solteiro,menos que $40K,blue,36,2,3,2,"2.892,88","2.257,97",48
715856208,0,47,M,3,mestrado,solteiro,$60K - $80K,blue,36,5,3,4,"1.896,26","4.028,33",76
708944958,0,47,M,2,sem educacao formal,solteiro,$60K - $80K,blue,40,5,4,2,"3.569,59","4.612,22",75
788350908,0,38,M,3,mestrado,solteiro,$40K - $60K,blue,31,3,3,1,"5.362,85","3.548,59",69
818322033,0,41,F,3,mestrado,casado,menos que $40K,blue,36,6,4,6,"2.873,42","3.943,78",80
716288958,0,40,M,2,graduacao,casado,$80K - $120K,blue,36,3,3,4,"7.840,60","4.062,28",71
712347258,0,43,F,2,mestrado,casado,menos que $40K,blue,35,3,2,3,"2.209,81","4.419,64",68
779072733,0,36,F,2,graduacao,casado,menos que $40K,blue,17,5,2,2,"1.971,48","4.979,97",77
710003958,0,48,F,5,doutorado,casado,menos que $40K,blue,40,3,3,3,"1.438,38","4.100,15",84
715287708,0,41,F,4,mestrado,casado,$40K - $60K,blue,33,6,2,3,"6.230,05","3.769,87",77
713535033,0,44,M,3,ensino medio,casado,$80K - $120K,blue,36,3,2,3,"22.243,52","3.200,13",91
789293358,0,46,F,3,mestrado,casado,menos que $40K,blue,35,3,4,3,"7.578,66","5.328,85",78
715974783,0,53,M,1,mestrado,casado,$80K - $120K,blue,40,4,3,3,"4.186,60","4.590,02",69
716134533,0,44,M,4,graduacao,solteiro,$80K - $120K,blue,34,4,3,4,"22.074,59","4.407,00",80
708834483,1,46,M,2,doutorado,casado,$80K - $120K,blue,29,1,5,2,"17.667,93","1.775,53",42
780168333,0,39,M,4,mestrado,casado,$120K +,blue,28,3,3,2,"26.548,64","3.450,31",83
711557508,0,51,M,2,mestrado,solteiro,$60K - $80K,blue,40,4,0,3,"3.532,08","4.066,96",74
765692658,0,49,F,4,mestrado,solteiro,menos que $40K,blue,42,4,4,3,"2.162,24","3.825,26",70
720598308,1,47,M,4,sem educacao formal,solteiro,$120K +,blue,37,3,6,2,"34.516,60","1.736,17",35
815353083,1,44,M,1,graduacao,divorciado,$80K - $120K,silver,39,2,2,3,"34.516,73","1.853,88",36
720093333,0,41,M,3,doutorado,divorciado,$120K +,blue,29,6,3,1,"3.491,10","4.855,73",79
717281658,0,52,F,3,mestrado,divorciado,menos que $40K,blue,41,3,4,3,"6.060,10","3.953,20",65
712050933,1,48,M,4,graduacao,casado,$80K - $120K,blue,32,5,3,2,"25.190,82","1.533,03",41
787361583,0,50,M,4,graduacao,divorciado,$60K - $80K,blue,44,4,3,2,"13.911,78","2.204,65",60
709921158,0,51,M,1,ensino medio,solteiro,$60K - $80K,blue,36,6,4,4,"2.281,46","4.241,45",76
714781908,0,43,M,3,mestrado,solteiro,$60K - $80K,blue,35,3,2,3,"5.652,54","3.710,12",70
715174983,0,40,M,3,mestrado,casado,$60K - $80K,blue,36,4,4,4,"2.223,68","3.331,36",67
710863308,0,48,M,4,doutorado,casado,$40K - $60K,blue,29,6,2,1,"2.916,08","4.020,90",84
710592933,0,44,F,2,mestrado,casado,menos que $40K,blue,30,3,3,2,"9.598,70","2.216,07",54
771881283,0,42,M,1,sem educacao formal,divorciado,$60K - $80K,blue,30,3,2,2,"18.570,29","4.036,46",78
708687483,1,54,F,4,mestrado,solteiro,menos que $40K,silver,36,3,3,2,"13.626,16","1.711,52",30
713184858,0,58,F,2,ensino medio,solteiro,menos que $40K,blue,50,4,4,3,"1.438,58","4.196,53",71
759127158,0,48,M,3,graduacao,casado,$40K - $60K,blue,35,3,3,1,"2.592,44","4.177,31",85
780717483,0,51,F,3,ensino medio,casado,menos que $40K,blue,40,6,3,3,"7.540,50","4.755,65",58
708507483,0,43,F,3,graduacao,divorciado,menos que $40K,blue,31,6,3,4,"1.477,08","4.802,34",82
787617483,0,58,F,0,sem educacao formal,solteiro,menos que $40K,blue,48,6,4,2,"2.628,61","4.335,87",76
816608808,0,46,M,1,mestrado,solteiro,$80K - $120K,blue,41,4,3,2,"8.916,33","2.773,09",62
768256908,1,45,M,3,sem educacao formal,casado,menos que $40K,blue,39,3,4,3,"8.580,03","1.880,36",37
811095483,0,48,F,4,mestrado,casado,$40K - $60K,silver,43,3,0,1,"21.163,97","1.732,36",35
720168558,0,39,F,0,mestrado,casado,menos que $40K,blue,36,3,3,3,"2.936,03","4.876,55",74
719309133,0,56,F,1,mestrado,casado,menos que $40K,blue,51,3,4,3,"1.438,41","3.877,31",70
721451208,1,54,M,2,mestrado,solteiro,$60K - $80K,silver,45,2,2,3,"30.540,13","1.980,53",36
772879158,0,47,M,5,ensino medio,casado,$60K - $80K,blue,38,4,2,1,"7.357,46","3.943,70",64
712934583,0,44,F,4,sem educacao formal,casado,menos que $40K,silver,36,6,0,3,"11.879,92","3.490,50",62
710088483,0,52,M,3,sem educacao formal,casado,$80K - $120K,blue,40,4,3,1,"21.877,34","3.283,65",56
753534633,0,42,M,3,ensino medio,solteiro,$60K - $80K,blue,35,4,3,3,"7.255,44","3.148,22",62
710932683,0,55,F,2,ensino medio,solteiro,menos que $40K,blue,36,2,2,1,"6.394,86","3.470,24",69
714751158,1,49,M,2,ensino medio,divorciado,$80K - $120K,blue,36,4,4,2,"34.516,43","1.789,85",48
718109808,0,38,M,5,graduacao,solteiro,$60K - $80K,blue,25,4,0,3,"5.597,64","4.599,87",89
713227233,0,42,M,4,mestrado,solteiro,$80K - $120K,blue,33,4,2,2,"32.535,47","4.374,44",79
718342158,1,38,F,4,mestrado,solteiro,menos que $40K,blue,26,2,2,2,"4.391,66","1.849,81",36
720755658,0,42,F,2,doutorado,casado,menos que $40K,blue,32,6,0,6,"1.592,86","4.172,52",70
711795633,0,65,M,0,doutorado,solteiro,menos que $40K,blue,52,3,4,3,"3.675,61","3.798,39",53
716654808,1,48,M,4,ensino medio,solteiro,$120K +,blue,39,3,4,4,"24.593,41","2.084,58",31
716564433,1,53,F,1,mestrado,solteiro,menos que $40K,blue,36,3,4,2,"4.287,11","1.635,77",41
719530158,0,57,M,1,mestrado,solteiro,$60K - $80K,blue,44,3,2,3,"9.843,37","3.677,65",66
710621283,0,50,M,2,ensino medio,casado,$60K - $80K,blue,32,3,3,1,"10.733,18","3.910,81",66
716714733,0,41,M,3,mestrado,solteiro,$80K - $120K,blue,30,3,0,2,"3.460,97","3.642,59",69
720921408,0,46,F,2,graduacao,solteiro,menos que $40K,blue,36,6,4,1,"1.996,84","3.760,39",69
789185508,0,49,M,2,ensino medio,casado,$60K - $80K,blue,38,5,1,2,"5.536,32","3.918,65",70
721388283,0,54,M,2,doutorado,solteiro,$120K +,blue,45,3,4,1,"5.597,30","4.844,23",58
716022258,1,51,F,3,graduacao,solteiro,menos que $40K,blue,36,3,3,3,"8.960,48","1.853,71",40
789362058,0,52,M,4,sem educacao formal,casado,$60K - $80K,blue,42,3,0,2,"5.693,73","4.003,26",64
771460158,0,43,M,3,mestrado,solteiro,menos que $40K,blue,31,3,2,1,"4.098,98","3.939,34",84
714147858,0,44,M,3,ensino medio,solteiro,$80K - $120K,blue,35,3,4,3,"18.358,32","3.920,27",85
708394908,0,44,M,0,ensino medio,solteiro,$40K - $60K,blue,33,5,3,1,"2.337,72","3.945,79",65
778433283,1,51,M,3,ensino medio,casado,$60K - $80K,blue,31,3,3,3,"8.989,28","2.031,30",53
720637008,0,51,F,2,sem educacao formal,casado,menos que $40K,blue,43,6,3,2,"2.124,56","3.210,62",52
716877258,0,55,F,3,mestrado,solteiro,menos que $40K,blue,48,4,2,3,"3.968,11","4.641,56",65
788760633,0,53,M,3,sem educacao formal,divorciado,$60K - $80K,blue,33,4,2,2,"13.513,96","3.503,06",68
718602708,0,43,M,3,mestrado,solteiro,$80K - $120K,blue,33,3,2,3,"16.351,22","3.475,73",82
712365483,0,51,M,1,mestrado,solteiro,$60K - $80K,blue,43,5,4,2,"9.619,48","3.690,16",76
789154833,0,56,M,3,ensino medio,solteiro,$80K - $120K,blue,44,5,0,2,"19.030,64","4.137,35",72
780336258,0,55,F,1,mestrado,solteiro,menos que $40K,blue,42,6,2,3,"2.517,23","4.528,62",75
716567433,0,41,F,4,mestrado,casado,$40K - $60K,blue,36,3,3,2,"3.179,58","4.337,14",82
718191483,0,45,M,3,mestrado,divorciado,$60K - $80K,blue,35,6,2,3,"5.065,27","3.555,26",75
811527933,1,65,F,0,graduacao,solteiro,menos que $40K,silver,56,3,3,4,"10.885,54","2.291,62",39
778617708,1,46,M,3,graduacao,casado,$80K - $120K,blue,26,6,3,2,"1.438,54","2.299,27",40
785055108,0,52,M,0,mestrado,solteiro,$60K - $80K,blue,46,4,4,2,"10.817,06","3.889,15",60
709124883,0,49,M,3,graduacao,casado,$80K - $120K,blue,37,5,2,1,"2.149,07","5.228,33",93
772574283,1,50,F,2,mestrado,casado,$40K - $60K,blue,40,3,4,1,"7.191,31","1.654,59",30
769927533,0,50,F,1,ensino medio,casado,menos que $40K,blue,44,4,1,2,"3.222,55","4.613,03",72
718545033,0,27,F,0,mestrado,casado,menos que $40K,blue,17,4,2,2,"2.042,60","5.146,83",78
714972558,1,37,F,2,mestrado,solteiro,menos que $40K,blue,36,2,0,3,"1.610,86","2.729,96",45
716492583,0,37,F,1,sem educacao formal,solteiro,menos que $40K,blue,28,6,4,3,"2.388,43","4.539,96",89
766381908,0,49,F,4,ensino medio,casado,menos que $40K,blue,42,4,4,1,"2.473,85","4.597,78",80
719109783,0,42,M,3,sem educacao formal,casado,$40K - $60K,blue,32,3,2,3,"13.103,70","4.323,17",72
796236258,0,48,F,5,ensino medio,solteiro,$40K - $60K,blue,42,5,2,1,"2.465,08","4.030,33",86
709700058,0,52,F,2,mestrado,solteiro,$40K - $60K,blue,33,5,2,2,"6.081,38","4.451,06",70
718851783,0,49,M,1,ensino medio,casado,$80K - $120K,silver,37,4,2,3,"34.516,43","3.924,63",65
709709283,1,38,M,3,graduacao,solteiro,$40K - $60K,blue,19,1,4,2,"3.458,29","2.256,65",40
711993258,0,50,F,0,ensino medio,solteiro,$40K - $60K,blue,39,5,2,3,"8.264,99","4.240,23",73
780105483,1,65,F,0,sem educacao formal,solteiro,menos que $40K,blue,50,3,4,4,"1.697,36","2.799,69",49
718350033,0,50,M,3,graduacao,solteiro,$40K - $60K,blue,36,3,2,2,"3.069,58","2.909,62",58
715294083,1,46,M,2,graduacao,solteiro,$80K - $120K,blue,38,2,2,3,"10.309,52","1.760,70",40
710905908,0,43,M,4,ensino medio,solteiro,$60K - $80K,blue,36,4,3,3,"4.983,90","1.939,01",30
721387008,0,42,M,4,mestrado,casado,$120K +,blue,24,3,3,2,"3.103,50","4.792,03",69
715411608,0,45,F,3,ensino medio,solteiro,$40K - $60K,blue,36,3,1,1,"1.663,85","2.978,55",61
710598408,0,55,F,0,mestrado,solteiro,menos que $40K,blue,36,6,1,1,"2.695,22","4.557,94",94
713138433,0,50,M,3,mestrado,solteiro,$60K - $80K,blue,42,4,3,2,"14.782,53","3.206,34",54
718819158,0,54,F,3,sem educacao formal,solteiro,$40K - $60K,blue,41,3,3,1,"2.488,64","4.361,21",75
720186258,0,45,F,4,ensino medio,divorciado,$40K - $60K,blue,31,5,4,2,"4.701,91","4.136,92",77
710197308,0,39,F,2,mestrado,casado,menos que $40K,blue,28,4,0,3,"1.438,17","4.089,04",73
817086783,0,45,F,3,ensino medio,casado,menos que $40K,blue,27,4,2,3,"2.826,19","2.005,31",32
749211483,0,52,F,0,graduacao,casado,$40K - $60K,blue,45,4,1,2,"4.597,30","4.932,13",67
789749433,0,33,F,1,mestrado,casado,menos que $40K,blue,21,5,2,3,"2.591,03","4.730,07",82
715082133,0,40,M,2,mestrado,casado,$40K - $60K,blue,36,5,2,2,"2.494,79","3.407,27",61
714946908,0,61,M,1,sem educacao formal,solteiro,$40K - $60K,blue,36,6,1,1,"5.039,89","3.300,20",68
716711433,1,48,M,5,ensino medio,casado,$40K - $60K,blue,39,3,1,3,"7.897,07","2.270,44",46
720029508,0,50,F,1,mestrado,solteiro,$40K - $60K,blue,37,3,0,1,"12.064,66","4.100,14",67
709227033,0,53,M,3,mestrado,solteiro,$80K - $120K,blue,46,5,3,2,"9.065,75","4.030,98",73
719217483,0,45,F,4,doutorado,casado,menos que $40K,blue,36,5,2,1,"3.240,65","4.200,32",67
720479058,0,50,F,1,doutorado,solteiro,menos que $40K,blue,39,4,2,2,"1.438,07","4.379,09",64
711588708,1,50,F,2,sem educacao formal,casado,$40K - $60K,blue,36,1,1,3,"1.438,41","1.863,11",42
714492783,1,46,F,4,sem educacao formal,casado,menos que $40K,blue,36,3,3,3,"1.438,06","1.517,29",38
797998158,0,52,M,3,sem educacao formal,solteiro,$80K - $120K,blue,46,4,2,1,"4.555,46","3.646,94",66
714021183,0,54,M,4,mestrado,solteiro,$80K - $120K,blue,36,4,3,2,"30.666,02","3.709,31",66
780710433,0,53,M,2,graduacao,solteiro,$80K - $120K,blue,42,4,2,2,"1.575,66","4.241,06",77
780068283,0,53,M,1,mestrado,solteiro,$120K +,blue,38,4,3,3,"1.891,85","3.822,20",69
719930658,0,40,M,4,sem educacao formal,casado,$120K +,blue,24,4,2,2,"16.634,29","3.455,79",72
714121083,0,40,F,3,mestrado,casado,$40K - $60K,blue,20,5,2,2,"6.247,38","5.158,70",68
779210283,0,36,M,3,sem educacao formal,casado,$40K - $60K,blue,25,6,4,2,"3.645,32","4.142,57",74
716230158,0,35,F,3,mestrado,casado,$40K - $60K,blue,36,4,4,1,"7.234,61","4.272,77",83
708724908,0,47,F,2,ensino medio,solteiro,menos que $40K,blue,35,4,3,2,"2.262,10","4.113,62",83
713804058,0,45,F,4,graduacao,casado,menos que $40K,blue,36,5,3,2,"4.187,06","4.647,18",81
718791708,1,48,M,2,ensino medio,casado,$80K - $120K,blue,32,1,4,2,"16.362,06","2.228,83",37
785529708,0,59,M,1,mestrado,solteiro,$120K +,blue,53,6,2,2,"34.516,30","4.333,61",70
794528283,0,44,M,4,graduacao,casado,$60K - $80K,blue,28,4,2,2,"2.748,77","3.383,43",67
794856033,0,38,M,3,doutorado,casado,$80K - $120K,blue,32,3,3,2,"5.242,38","4.306,86",77
712939533,0,43,M,5,mestrado,casado,$60K - $80K,blue,35,4,0,3,"21.585,19","3.789,21",70
716556258,0,50,F,3,doutorado,solteiro,menos que $40K,blue,39,6,3,1,"9.966,98","4.401,22",60
709742958,0,45,M,5,ensino medio,casado,$60K - $80K,blue,37,3,3,1,"15.626,07","3.386,82",65
772695033,1,47,M,5,ensino medio,solteiro,$80K - $120K,blue,37,3,4,4,"18.800,95","1.575,61",23
714850158,0,49,M,4,mestrado,solteiro,$80K - $120K,blue,36,5,3,1,"1.963,62","4.150,11",75
708831858,1,43,F,3,sem educacao formal,casado,menos que $40K,blue,30,1,4,3,"4.579,33","1.915,87",44
718076733,0,43,M,1,mestrado,solteiro,$60K - $80K,silver,31,4,3,3,"25.824,81","3.101,02",73
780006783,1,59,M,1,sem educacao formal,solteiro,$40K - $60K,silver,49,3,2,2,"15.809,85","3.109,16",48
771342183,1,53,F,3,mestrado,solteiro,$40K - $60K,blue,40,6,2,3,"1.625,63","2.314,37",43
712901283,1,53,F,2,mestrado,solteiro,$40K - $60K,blue,36,2,2,3,"2.121,86","1.464,82",32
718473558,1,42,F,3,doutorado,solteiro,menos que $40K,blue,18,5,4,3,"8.668,78","1.402,89",38
743590608,0,50,M,2,ensino medio,casado,$60K - $80K,blue,43,6,4,3,"21.869,50","4.233,96",71
788252358,0,49,M,3,ensino medio,solteiro,$60K - $80K,blue,40,3,2,4,"8.190,36","3.529,04",84
717740658,0,55,F,2,graduacao,casado,menos que $40K,blue,45,5,4,2,"1.850,67","4.134,77",78
714567708,0,46,F,1,sem educacao formal,divorciado,menos que $40K,blue,36,5,3,3,"2.483,58","4.421,09",74
709708233,1,49,F,3,doutorado,casado,menos que $40K,blue,29,3,2,4,"7.066,25","1.695,40",38
709957158,0,48,M,4,ensino medio,casado,$40K - $60K,blue,40,5,2,1,"2.514,42","3.942,10",65
828288333,0,50,M,0,sem educacao formal,casado,$60K - $80K,blue,46,4,3,1,"3.640,93","3.756,11",70
709178733,1,50,F,2,doutorado,casado,$40K - $60K,blue,36,3,3,2,"5.527,67","2.281,42",37
721325133,0,45,M,2,graduacao,casado,$80K - $120K,blue,36,6,3,1,"31.625,48","4.503,68",77
816606333,0,57,M,2,ensino medio,solteiro,$80K - $120K,blue,52,6,4,3,"32.409,86","4.218,57",66
717444558,0,50,F,1,mestrado,casado,menos que $40K,blue,38,4,3,1,"2.623,26","5.237,44",76
715474833,0,37,M,2,graduacao,solteiro,$80K - $120K,blue,36,3,2,2,"12.944,47","4.389,36",84
718271958,0,54,M,2,sem educacao formal,casado,$60K - $80K,blue,34,5,4,1,"6.401,63","4.465,27",63
708924783,0,43,M,3,mestrado,divorciado,$80K - $120K,blue,36,4,0,1,"5.506,01","4.024,89",62
717669483,0,52,M,1,mestrado,solteiro,$80K - $120K,blue,44,3,1,3,"34.516,58","1.737,24",38
809360883,0,46,M,4,graduacao,solteiro,$60K - $80K,blue,41,3,1,1,"17.673,38","3.160,84",59
719609433,0,55,F,4,sem educacao formal,divorciado,$40K - $60K,blue,43,5,2,3,"1.965,54","4.671,06",69
714537258,0,48,M,3,doutorado,casado,$60K - $80K,blue,36,3,1,2,"8.876,82","3.779,41",78
714680208,0,50,F,1,ensino medio,casado,menos que $40K,blue,45,5,4,3,"1.652,37","4.533,47",69
715240683,0,46,M,4,ensino medio,casado,$80K - $120K,blue,37,3,3,2,"15.535,95","3.718,68",66
717368208,1,49,M,1,mestrado,solteiro,$120K +,blue,36,6,4,2,"26.723,04","2.138,10",43
802662858,0,55,F,2,mestrado,divorciado,menos que $40K,blue,49,5,4,1,"3.949,08","3.495,11",64
780206958,0,49,M,4,mestrado,casado,$60K - $80K,blue,39,3,2,2,"5.937,37","4.228,55",70
711491283,0,44,F,3,doutorado,casado,menos que $40K,blue,36,4,0,3,"1.975,52","2.959,73",63
720211533,0,41,F,4,sem educacao formal,casado,menos que $40K,blue,33,5,3,2,"2.888,70","4.713,42",77
715409733,1,47,F,4,graduacao,solteiro,menos que $40K,blue,36,2,3,2,"2.263,53","2.385,59",33
715732533,1,52,M,4,mestrado,casado,$60K - $80K,blue,36,4,3,1,"9.375,65","2.108,47",51
709101258,1,41,F,2,ensino medio,divorciado,menos que $40K,blue,28,4,2,2,"1.478,54","2.180,22",46
708588408,0,53,M,3,sem educacao formal,solteiro,$60K - $80K,blue,36,6,2,2,"6.836,35","4.421,02",74
717099408,0,40,M,3,mestrado,casado,$60K - $80K,blue,29,6,2,3,"10.529,15","4.583,86",87
715155033,0,61,M,0,ensino medio,solteiro,$40K - $60K,blue,49,6,4,1,"2.122,70","5.224,81",85
709338633,1,56,F,1,mestrado,solteiro,$40K - $60K,blue,37,2,3,4,"2.339,49","1.542,79",45
741116058,0,48,M,2,mestrado,casado,$40K - $60K,blue,41,5,4,2,"2.582,82","2.144,37",42
813755658,0,60,M,1,mestrado,solteiro,$80K - $120K,blue,55,6,1,2,"11.524,06","3.598,54",72
814219008,0,65,M,1,doutorado,solteiro,$40K - $60K,blue,56,5,2,2,"1.456,78","3.953,84",69
715182108,0,51,F,3,ensino medio,casado,menos que $40K,blue,35,6,3,1,"3.025,54","4.626,55",78
717078933,0,40,F,5,mestrado,solteiro,menos que $40K,blue,29,3,4,2,"4.205,68","4.256,49",69
719491233,0,55,M,1,graduacao,solteiro,$120K +,blue,42,6,3,2,"3.515,40","4.313,83",72
789520533,0,52,M,2,sem educacao formal,solteiro,$120K +,blue,44,6,2,3,"26.174,68","4.551,00",65
714738033,0,44,F,4,mestrado,casado,menos que $40K,blue,25,5,2,3,"1.602,67","5.428,06",85
715093383,0,49,F,2,graduacao,casado,menos que $40K,blue,41,3,3,1,"2.115,51","4.450,37",68
717195933,1,42,M,3,mestrado,casado,$60K - $80K,blue,30,2,3,2,"5.298,88","2.431,60",37
747107508,0,56,F,3,mestrado,solteiro,menos que $40K,blue,49,4,1,3,"2.433,76","4.269,68",88
717920583,0,60,F,1,sem educacao formal,divorciado,menos que $40K,blue,49,5,2,2,"1.443,27","4.673,02",59
710516283,0,50,M,1,ensino medio,solteiro,$120K +,blue,37,4,4,1,"9.758,89","4.134,35",60
787593558,0,42,M,3,mestrado,casado,$80K - $120K,blue,34,6,0,3,"4.562,35","3.740,95",55
708801108,1,57,F,3,sem educacao formal,solteiro,menos que $40K,blue,51,3,3,0,"1.438,32","2.113,46",38
715948833,0,48,M,4,mestrado,casado,$120K +,blue,39,4,4,2,"24.931,35","5.031,21",79
770667408,0,47,M,4,graduacao,casado,$80K - $120K,blue,33,3,3,1,"8.854,94","4.768,50",81
823590483,0,62,F,0,mestrado,divorciado,menos que $40K,blue,56,3,1,1,"2.230,86","4.027,42",75
710635083,0,46,M,4,ensino medio,casado,$80K - $120K,blue,38,5,2,1,"28.327,52","3.475,44",52
713803158,0,41,M,3,ensino medio,solteiro,$60K - $80K,blue,33,4,3,1,"9.246,78","4.611,62",91
713593683,0,43,F,3,mestrado,casado,$40K - $60K,blue,28,5,3,3,"11.155,70","3.504,45",60
789382758,1,54,M,3,mestrado,solteiro,$40K - $60K,blue,44,6,3,3,"5.501,94","2.050,23",51
813427833,0,45,F,4,mestrado,solteiro,menos que $40K,blue,40,3,1,2,"2.110,51","4.812,09",77
717846108,0,49,M,4,sem educacao formal,casado,$60K - $80K,blue,34,5,2,3,"12.994,90","3.734,75",74
721437333,1,46,M,2,mestrado,solteiro,$80K - $120K,blue,36,2,2,2,"5.054,04","2.027,48",39
712404483,0,49,M,2,ensino medio,casado,$80K - $120K,blue,36,4,1,3,"3.989,30","5.189,80",82
714926508,0,52,M,2,mestrado,casado,$80K - $120K,silver,45,5,2,4,"34.516,09","2.275,26",46
771474108,0,40,F,2,sem educacao formal,casado,menos que $40K,blue,28,3,2,2,"1.794,63","4.455,38",63
718802283,0,44,F,3,doutorado,divorciado,menos que $40K,blue,31,3,1,2,"8.320,10","4.128,71",82
711626658,1,62,F,1,ensino medio,solteiro,menos que $40K,blue,36,2,4,3,"1.930,02","1.971,62",45
720486408,0,55,F,1,sem educacao formal,solteiro,menos que $40K,blue,36,3,0,3,"1.438,45","4.436,03",73
717793983,1,55,M,3,mestrado,solteiro,$40K - $60K,silver,45,2,1,3,"18.128,87","2.503,64",49
713127708,0,38,F,0,sem educacao formal,casado,menos que $40K,blue,26,5,4,1,"2.230,49","3.766,90",63
713056083,0,52,M,2,ensino medio,solteiro,$120K +,blue,46,4,4,2,"34.516,69","4.037,68",87
718538958,0,55,F,3,graduacao,solteiro,menos que $40K,blue,43,6,4,3,"1.844,80","4.564,49",82
710353233,0,48,M,3,graduacao,divorciado,$60K - $80K,blue,39,4,2,3,"13.233,03","4.288,87",47
710342508,0,48,F,2,sem educacao formal,casado,$40K - $60K,blue,36,3,4,3,"1.593,89","4.004,98",76
787563858,0,50,F,1,mestrado,casado,menos que $40K,blue,41,4,3,2,"8.589,12","3.553,05",63
799239033,1,53,F,3,ensino medio,solteiro,$40K - $60K,blue,47,1,4,3,"1.714,39","2.279,48",46
